"662","Rwenyawawa H/C III","24","18","5","0777316225",,"Arinaitwe Peace",,,"1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"666","Rwimi H/C III","31","15","1","0772329079",,"Birungi Mary",,,"1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"668","Seeta Nazigo H/C III","69","30","15","0782796891",,"Nalubowa Plaxeda",,,"1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"669","Ssembabule H/C IV","82","62","3","0782310690",,"NALUBIRI FAITH",,,"1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"671","Shuku H/C IV","114","34","13","0782404266",,"NAKAHIMA MARY D",,,"1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"674","Soroti R R Hospital","84","61","22","0772686962",,"Okwi Ruth",,"Lab","1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"677","St Balikuddembe Market/Uganda Cares  AHF","35","69","18","0774223400",,"KABUGA ARLEN",,,"1","2014-07-14 11:37:22","samuel@trailanalytics.com"
"679","St Joseph Hospital  Kitgum","47","70","10","0777920300",,"Ronald",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"685","TASO Gulu","23","17","12","0783210962",,"Nambozo Grace",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"686","TASO Jinja","28","21","12","0704530620",,"Sandra T",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"687","TASO Masaka","59","41","12",,,"N. Rashida",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"688","TASO Masindi","60","42","12","0774782107",,"mundu",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"689","TASO Mbale","62","43","12","0704312235",,"Linda",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"690","TASO Mbarara","63","44","12","0782361466",,"FRANCIS",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"691","TASO Mulago","35","69","12",,,"ASIIMWE CAROL",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"692","TASO Rukungiri","81","54","12","0772893531",,"byaruhanga herbert",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"693","TASO Soroti","84","61","12","0784964302",,"Odeng George",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"694","TASO Tororo","85","65","12","0702965377",,"Ategeka John",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"695","Teboke H/C III","6","109","7","0776207089",,"OKEK ERIC",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"696","Tokora H/C IV","70","64","16","0774073626",,"ADEKE  MARY",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"698","Tororo District Hospital","85","65","12","0774560551",,"Moses O",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"702","Villa Maria Hospital","90","105","3","0783978800","0752392501","Wamala Samuel",,"Lab","1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"703","Virika Hospital","31","15","10","0783766916",,"Mary Mugenyi",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"704","Wabulungu H/C III","61","19","2","0752604175",,"Kakembe Fatuma",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"705","Wakiso H/C IV","86","14","3","0774549827",,"Okiringi Justin",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"706","Walukuba H/C IV","28","21","12","0782815424",,"MUZAALE SARAH",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"709","Wol H/C III","101","89","7","0777223186",,"Oryema Geofrey",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"712","Yumbe Hospital","87","66","1","0752101452",,"Okuku ",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"713","Kitaasa H/C III","93","62","3","0772366861",,"Juliet Nammande",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"715","Bigasa H/C III","93","62","3","07828503605",,"NAMBI ANNET",,"Bigasa H/C III","1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"717","Nampunge Church of God H/C III","86","14","3","0774532736",,"Matovu Vincent",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"720","Kyeizooba H/C III","16","11","13","0779664167",,"Ddamba John Rogers",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"722","Mpunge H/C III (Mukono)","69","30","15","0782683345",,"Nalumansi Milly",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"723","Koome H/C III","69","30","15","0772454874",,"Katende Noordin",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"727","St Luke KMD (Kiyinda )H/C III (Mityana)","64","46","3","0779112037",,"Okot Benedict",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"728","Rengen H/C III","49","35","1","0773714808",,"Ojangole",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"729","Nagojje H/C III","69","30","15","0773414353",,"Alitwala Annet",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"732","Nabutiti H/C III","86","14","3",,,"Nasali Monica",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"734","Kasanje H/C III","86","14","3","0784723054",,"ayasi d",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"735","Nsangi H/C III","86","14","3","0783195419",,"Nabukenya Grace",,,"1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"736","Namulonge H/C III","86","14","3","0772552703",,"MALIJJO ANNET",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"738","Kawanda H/C III","86","14","3","0712934537",,"Nsaale Teddy",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"742","St Gabriel Mirembe Maria H/C III","68","48","3","0781013509",,"Madrine N","St Gabriel Maria H/CIII
Mubende",,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"743","Buwama H/C III","67","16","3","0702121442",,"Colline / Stanley",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"745","Jinja Central H/C III","28","21","12","0785207777",,"Nabirye Jenifer",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"747","MJAP-Mulago","35","69","20","0782901884",,"kabanda emmanuel",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"748","Ssekanyonyi H/C IV","64","46","3","0782959013",,"Nansubuga Jamiah",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"749","Nabalanga H/C III","69","30","15","0772557616",,"NABIRYO SARAH",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"753","Kitenga H/C III","68","48","3","0750800141",,"Kiggwe Faridah",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"755","Namuganga H/C III","69","30","15","0782863847",,"Amurwon Hellen Grace",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"757","Kyabazaala H/C III","69","30","15","0752580986",,"Pamela",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"758","Mpumudde H/C III (Lyantonde)","56","39","3","0757380166",,"Namulli Betty",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"762","Nakasongola H/C IV","72","49","3","0772344999",,"Nansubuga Jane",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"763","Ngom-oromo H/C II","53","75","7","0783774860",,"Openy Denis J.K",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"764","Nazigo H/C III","42","30","15","0776269130",,"KITYO SALONGO",,"Post Natal Dep.","1","2014-07-14 11:37:23","samuel@trailanalytics.com"
"765","Lyantonde Muslim H/C III","56","39","21","0706874735",,"TURAMYE PIUS",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"766","Katoogo H/C III","69","30","15","0772572333",,"NSONYI AISHA",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"768","Iganga Islamic H/C III","26","19","21","0782705365",,"Naigaga Masitula",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"770","Mpenja H/C III","89","91","3","0782700305",,"Mwanika james micheal",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"771","Dwoli H/C III","24","18","5","0773398844",,"Nabutundu Recheal",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"772","Komamboga H/C III","35","69","5","0701387607",,"susan ",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"773","Kisugu H/C III","35","69","5","0783215551",,"Edward",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"774","Masaka Municipal Council H/C II","59","41","3","0777832111",,"Beatrice Molly",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"776","Busedde H/C III","28","21","12","0753312049",,"Charles",,"EID Clinic","1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"777","Kaliro H/C III (Lyantonde)","56","39","3","0782030841",,"MPUUGA RAPHEAL",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"778","Kisiita H/C III","43","90","5","00784290690",,"Mabonga Habert",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"779","Busembatia H/C III","26","74","2","0772065683",,"SEBASTIAN WAKHOOLI",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"782","Kisenyi H/C IV (Kampala)","35","69","5","0774070357",,"Nalwoga Belinda","Kampala",,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"783","Kabale H/C III (Kabale)","30","23","13","0782407445",,"Saturday James",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"784","Osukuru H/C III","85","65","12","0785269965",,"KIKOYE MARTHER","Tororo",,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"785","Achol Pii Military H/C IV","78","118","6","0783949134",,"anywar denis",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"786","Njeru T/C H/C III","11","29","3","0773473526",,"Mucwa Samuel",,"P.O.Box 1, Njeru","1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"787","Mpugwe H/C III","59","41","18","0702929961",,"Nkusa Richard","Mpugwe H/C III
Masaka","Maternity/Laboratory","1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"788","Entebbe Grade B Hospital","86","14","3","0772493489",,"Kasujja Rehema",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"789","Maanyi H/C III","64","46","3","0772440735",,"NANSUBUGA A.",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"790","Malangala H/C III","64","46","3","0782099516",,"NABUDE DOROTH",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"792","Ikumbya H/C III (Luuka)","97","67","2","0782949756",,"mbwali lydia",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"796","Lwamata H/C III","44","87","5","0779136350",,"Nabuuso Fatumah",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"797","St Agatha Lwebitakuli","82","62","3","0783930972",,"Luwaga Micheal",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"798","Lulyambuzi H/C III","36","67","2","0781556754",,"Waiwe George",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"800","Wakisi H/C III","11","29","3","0753718182",,"Isaac Kiwumulo","Wakisi H/C III
Buikwe",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"802","Budini H/C III","34","74","2","0782322010",,"Mubi Paul",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"803","Nkondo H/C III","20","31","2","0754605455",,"Bogere Apophia","Nkondo H/C III
Buyende",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"804","Namasagali H/C III","36","67","2",,,"Isanga Mathias","Namasagali H/C III
Kamuli District",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"805","Iganga Municipal Council H/C III","26","19","2","0700246406",,"KYATO DAVID",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"806","Kitayunjwa H/C III","36","67","2","0751674285",,"Tabusibwa Ayasi",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"807","Bukonte H/C III","73","74","2","0781447699",,"NAIGAGA NUSULA","Bukonte H/C III
Namutumba",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"808","Banda H/C III (Namayingo)","98","12","2",,,"Mangeni S Richard","
",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"810","Bulopa H/C III","36","67","2","0773546040",,"Kalalu Henry Elijah",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"811","Nakalama H/C III","26","19","2","0712812079",,"Bulolo Rose",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"812","Buluguyi H/C III","10","84","2",,,"OKELLO ROBERT","Buluguyi H/C III
Bugiri",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"813","Bumooli H/C III","98","12","2","0773861703",,"Naigaga Fida",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"814","Balawoli H/C III","36","67","2","0754670380",,"SSEKAYAMBE AGGREY",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"816","Muterere H/C III","10","84","2","0774838862",,"Richard",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"817","Mayuge H/C III (Bugiri)","10","12","2","0774025303",,"Mayende George",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"818","Nabisoigi H/C III","73","74","2","0714151556",,"Nalyali Sarah",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"819","Mbulamuti H/C III","36","67","2","0775816902",,"kyakuwaire florence","Mbulamuti H/C III",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"820","Bulidha H/C III","10","84","2","0781471217",,"Mughandi joseph",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"821","Bupadhengo H/C III","36","67","2","0782301791",,"Manda Asuman","Kamuli",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"829","Kasawo H/C III","69","30","15","0772546203",,"Nalwanga Annet",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"830","Bardege H/C III","23","17","7","0779116765",,"Lakot Grace",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"831","Buyende H/C III","20","31","2","0779224881",,"Bogere Apophia",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"832","Irundu H/C III","20","31","2","0756116974",,"Ngobi Stephen","Irundu H/C III",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"833","Nabukalu H/C III","10","84","2","0773236228",,"Achengo Betty",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"834","Gadumire H/C III","34","74","2","0779052792",,"Nangobi Aidah",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"835","Magada H/C III","73","74","2","0782856856",,"Titakule Peter",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"836","Makuutu H/C III","26","19","2","0782087299",,"Isiko Micheal","Makuutu H/C III",,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"838","KIU Teaching Hospital","16","11","13","0705764883",,"Kizito Moses",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"840","Kinuuka H/C III","56","39","3","0782319989",,"NAKAKANDE CAROLINE",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"841","Nabirumba H/C III","36","67","2","0776938773",,"KALEMBE BETTY",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"842","Sigulu H/C III","98","12","2","0759501297",,"Kyambadde Q",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"845","Kyampisi H/C III","69","30","15","0752822247",,"Mwina Florence",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"847","Kasambya H/C IV (Mubende)","68","48","3","0776747526",,"Mbabazi Jackline",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"848","Kimuli H/C III","80","55","8","0754448895",,"Ochandi R",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"850","Ayago H/C III","54","36","7","0774093016",,"Oluju Christopher",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"852","Namwiwa H/C III","34","74","2","0772978638",,"Okello Benson",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"853","Kyaterekera H/C III","43","24","5","0774080859",,"NAKYANZI JACCY","Kibaale H/C IV",,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"855","St Ambrose Charity H/C III","43","24","5","0774178100",,"TEGEKO FRANCIS",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"856","Kasagama H/C III","56","39","3","0782392496",,"Rwamuza Abel",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"858","Bulamagi H/C III","26","19","2","0779601010",,"Kitimbo Rose",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"859","Bugaya H/C III (Buvuma)","19","30","15","0776562714",,"Nassiwa Ritah",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"863","Madudu H/C III","68","28","3","0774176647",,"Nakasenge Resty",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"864","Ndejje H/C IV (Wakiso)","86","14","3","0752613587",,"Mubiru Brian",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"865","Kabamba H/C III","68","48","3","0702006222",,"boonabana",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"866","Lodonga H/C III","87","66","1","0773832941",,"Guma Joseph",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"867","Ttikalu H/C III","86","14","3","0782375250",,"Nambalirwa Ruth",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"870","Nakasojjo H/C II","59","41","3","0779214576",,"Mwebale Alex",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"872","Kyehoro H/C II","24","18","5","0774089364",,"Ainomugisha James",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"873","Kibanda H/C III (Rakai)","80","55","8","0778271344",,"KIBUNGA  VICENT",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"876","Ngogwe H/C III","11","29","3","0751230267",,"owori tom",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"877","Bulesa H/C III","10","84","2","0787528852",,"Francis",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"879","Kifamba H/C III (Rakai)","80","55","8",,,"SSEWANYANA TOM",,,"1","2014-07-14 11:37:24","samuel@trailanalytics.com"
"880","Goma H/C III","69","30","25","0782923738",,"Kintu J",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"881","Musozi H/C III","68","28","3","0754420342",,"Nalumansi Stella",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"882","Okidi H/C III","47","70","7","0775634031",,"Okeeta Kenneth ",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"883","Nawandala H/C III","26","19","2","0775114311",,"Christopher Bwoye",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"884","Mutumba H/C III","98","12","2","0776663877",,"OKIRING FRANCO",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"886","Bugulumbya H/C III","36","67","2","0783907440",,"KIREGA DEBORAH",,,"1","2014-07-14 11:37:25","samuel@trailanalytics.com"
"887","Lubira H/C III","26","19","2","0784746771",,"S Wakhooli",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"888","St Matia Mulumba H/C III (Namayingo)","98","12","2","0785041846",,"Nnume Livingstone",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"890","Bbaale H/C IV","42","30","15","0774868071",,"Sonko Fred",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"892","Newlife H/C III","47","70","7","0782171097",,"Ocan Geofrey",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"894","Budima H/C III","28","21","12","0783665019",,"BATALA JAMES ",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"895","Lukolo H/C III","28","21","12","0756358648",,"elliot n",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"897","Nsozi H/C III","24","18","5","0773627721",,"Alitwala Stella ",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"898","Kiyuni H/C III (Mubende)","68","48","3","0705068525",,"Kalema Godfrey",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"899","Lwampanga H/C III","72","49","3","0774630725",,"SEMWEZI V",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"903","Kanoni H/C III (Gomba)","89","91","3","0774112997",,"Nabiryo Betty Katumba",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"905","Iwemba H/C III","10","84","2","0772331502",,"Biryeri Sarah",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"906","Kifampa H/C III (Gomba)","89","91","3","0755623835",,"MUJUNI PATRICK",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"907","Buwagajjo H/C III","11","29","3","0773442061",,"Ziryawula Paul",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"908","Nakayonza H/C III","72","49","3","0775144458",,"Justine",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"909","Busabaga H/C III","11","29","3","0751946283",,"Nambowa Edith",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"912","Bumwoni H/C III","57","65","12","0784953327",,"Betty",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"913","Kateta H/C III","100","60","1","075195657",,"Omoding Joseph",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"916","Kyamulibwa H/C III","90","105","3","0789641470",,"nassazi joan",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"921","Kigulu H/C II","10","84","2","0712211325",,"Tibasima Tracy",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"922","Kigungu H/C III","86","14","3","0774013068",,"Nabagabe Noeline Baale",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"927","Najjembe H/C III","11","29","3","07835801413",,"Kayuki Aisha",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"928","Lugasa H/C III","42","30","15","0774485472",,"Kafuko Dorothy",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"929","Kacheri H/C III","49","35","16","0782690004",,"Jimmy walter",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"932","Buwabwala H/C III","57","65","12",,,"Kituyi Annet",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"933","Bubutu H/C III","57","65","12","0752521809",,"Herbert Mabona",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"935","Bulondo H/C III","86","69","3","0775618386",,"Nabawanuka Jalia",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"936","Singila H/C II","98","12","2","0782674946",,"KYAMBADDE K",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"937","Banda H/C II (Wakiso)","86","14","14","0782646535",,"Ouma Patrick",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"938","Irongo H/C III","97","19","2","0782812167",,"NABIRYE ESTHER",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"940","Butansi H/C III","36","67","2",,,"Sylivia",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"941","Nkooko H/C III","43","90","5","0773467769",,"MUGANDA ROBERT",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"943","Nabitsiichi H/C III","57","65","12","0777262244",,"Okalany paul",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"945","Nagongera H/C IV","85","65","12","0774353014",,"B Regina",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"946","Mayirye H/C III","64","46","3","0779109003",,"Namwanjje Angella",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"947","Luwunga H/C IV","86","14","3","0788692649",,"Sempa Elias",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"954","Bumbo H/C III","57","65","12","0776123889",,"Nadunga Oliver",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"958","Busamuzi H/C III","19","30","15","0776533001",,"Ssesanga Lodhiba",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"960","Nakitoma H/C III","72","49","3","0775751508",,"Ssaka Simon",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"962","Kakaire H/C III","28","21","12","0773009580",,"KABISWA RONALD J",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"964","Buwenge Hospital","28","21","4","0774174781",,"Nabukenya Shadia",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"965","Hukeseho H/C III","98","12","2","0778094200",,"IBANDA  DAVID",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"969","Chawente H/C III","6","109","7","0774164916",,"Kagyegura Davis",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"970","Kadungulu H/C III","100","60","1","0785705528",,"ocana ronald",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"971","Kawaala H/C III","35","69","5",,,"tukamuhebwa justine",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"972","Ggolo H/C III","67","16","3","0779203475",,"Nassozi Gorreti",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"975","Bukoova H/C III","97","67","2","079486623",,"Nakazi Topista",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"976","Kakooge H/C III","72","49","3","0782585897",,"Kintu Betty",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"980","Kyalulangira H/C III","80","55","8","0782354936",,"OKEK ROBINAL OKAKA",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"981","Kimengo H/C III","60","42","5","0782443327",,"BUKENYA J",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"983","Iyolwa H/C III","85","65","12","0782086004",,"IKIRING  MATY  MARDALENE",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"984","Kazwama H/C II","72","49","3","0782585897",,"Nansamba Barbra",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"987","Kabale H/C III (Hoima)","24","18","5","0774968571",,"Hope Jamila",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"991","Metha Hospital","11","29","3","0752645220",,"Alunga Yudaya","PMTC/EID Clinic
Mehta Hospital
P.O.Box",,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"996","Semuto H/C IV","71","51","3","0787499257",,"Nabukenya Agira",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"998","Magamaga H/C III","28","21","12","0772471072",,"Bulala Margret",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"1006","Our Lady  of Lourdes H/C III (Nakasongola)","72","49","3","0782777430",,"NANTEGE BRENDA ",,,"1","2014-07-14 11:37:26","samuel@trailanalytics.com"
"1011","Apwori H/C III","6","109","7","0779633267",,"Grace",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"1016","Nadunget H/C III","65","81","16","0782110280",,"Atim Jane",,,"1","2014-07-14 11:37:27","samuel@trailanalytics.com"
"1018","Bugambe H/C III (Hoima)","24","18","5","0775661876",,"Baleyi Surgeon",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"1021","Nabwendo H/C III","44","87","17","0785840041",,"Taremwa Moses",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"1025","Bunjako H/C III","67","16","3",,,"Mubiru Patrick",,,"1","2014-07-14 11:37:28","samuel@trailanalytics.com"
"1027","Panyangasi H/C III","85","65","12","0773815556",,"nyafwono abisagi",,,"1","2014-07-14 11:37:29","samuel@trailanalytics.com"
